rank,world_id,avg_time,avg_nav_metric,avg_optimal_time,avg_path_length,success_rate,num_episodes,True_count,True_percentage,False_count,False_percentage
256,24,10.863099999999998,0.46240920603932756,5.830844215143452,16.660414813431828,0,10,10.0,100.0,,
257,197,10.8385,0.47072461456352255,6.710129112092586,18.414105389092555,0,10,10.0,100.0,,
258,8,10.724499999999997,0.4725071031175612,6.393776393744899,17.679537692296346,0,10,10.0,100.0,,
259,17,10.714699999999997,0.46265208707702926,5.5326780783217036,16.038666950894093,0,10,10.0,100.0,,
260,40,10.655699999999998,0.4722286171545801,5.488949348557907,15.832132783825879,0,10,10.0,100.0,,
261,7,10.492799999999999,0.4611248804550622,5.708100383209732,16.355204954983595,0,10,10.0,100.0,,
262,6,9.7698,0.4595898922298745,5.674400815667707,16.17167503054049,0,10,10.0,100.0,,
263,34,9.762600000000003,0.46794393089630837,5.748629987745984,16.465785093701186,0,10,10.0,100.0,,
264,65,9.7466,0.4660600474017437,5.357764307339102,15.569762701388274,0,10,10.0,100.0,,
265,114,9.6832,0.46023861221358764,5.441701194324225,15.672521749655024,0,10,10.0,100.0,,
266,42,9.655100000000001,0.4780938590680247,5.582811673997858,16.15703769934965,0,10,10.0,100.0,,
267,173,9.5848,0.465779921326661,5.303163439572052,15.538343909315065,0,10,10.0,100.0,,
268,38,9.450999999999997,0.48915779757823286,5.3311177625532356,15.647587528183374,0,10,10.0,100.0,,
269,36,8.976700000000001,0.47975452094802173,5.379674822911866,15.732660440074422,0,10,10.0,100.0,,
270,16,8.9667,0.4770430487398885,5.218440892008192,15.410192578267077,0,10,10.0,100.0,,
271,74,8.961600000000002,0.4876963867640045,5.197416555172532,15.363358228554285,0,10,10.0,100.0,,
272,61,8.905700000000001,0.4643546953675224,5.414017915946564,15.809763841538702,0,10,10.0,100.0,,
273,22,8.8979,0.5,7.412027689648535,19.71604028410362,0,10,10.0,100.0,,
274,60,8.846599999999999,0.4850741446776867,5.8415987960687215,16.3587004109904,0,10,10.0,100.0,,
275,43,8.828,0.48037791878744657,5.682115448271403,16.21846498325288,0,10,10.0,100.0,,
276,44,8.494699999999998,0.4937667571862912,5.64153500131294,15.958572821478842,0,10,10.0,100.0,,
277,48,8.4579,0.48924581916826426,5.2691436815311645,15.447279337244106,0,10,10.0,100.0,,
278,208,8.3217,0.4779661338580278,5.43619024288559,15.8409056039804,0,10,10.0,100.0,,
279,147,8.309700000000001,0.5,5.792977776940028,16.375074914886625,0,10,10.0,100.0,,
280,125,8.2293,0.4826820694566041,5.441237743830017,15.881201870804954,0,10,10.0,100.0,,
281,160,8.203700000000001,0.48804171605379876,5.364262380746162,15.645529561523826,0,10,10.0,100.0,,
282,41,8.0868,0.4928779403439608,6.022206721309296,16.83353280362516,0,10,10.0,100.0,,
283,221,7.9803000000000015,0.4964718345842769,5.931664966337104,16.815241479133483,0,10,10.0,100.0,,
284,230,7.610000000000002,0.5,5.301364966222814,15.541734121009757,0,10,10.0,100.0,,
285,53,7.556499999999998,0.5,5.671154442764774,16.27432591570051,0,10,10.0,100.0,,
286,23,7.116799999999998,0.5,5.669102646796063,16.16107869279721,0,10,10.0,100.0,,
287,144,7.104499999999999,0.5,5.991960054800598,16.935831656060465,0,10,10.0,100.0,,
288,19,7.0637,0.5,5.875893273306011,16.720311664821246,0,10,10.0,100.0,,
289,37,7.043400000000001,0.5,5.750025462300819,16.253223571530523,0,10,10.0,100.0,,
290,54,6.9018999999999995,0.5,5.495558016319563,15.874119987716591,0,10,10.0,100.0,,
291,2,6.850499999999999,0.5,6.121611334873465,17.182226858311054,0,10,10.0,100.0,,
292,47,6.834700000000001,0.5,5.491774892872343,15.956860579995375,0,10,10.0,100.0,,
293,71,6.822800000000001,0.5,5.955059675851119,16.90884573484716,0,10,10.0,100.0,,
294,18,6.794,0.5,5.699748283176243,16.399445597904965,0,10,10.0,100.0,,
295,120,6.7358,0.5,5.156308857652229,15.285928509555154,0,10,10.0,100.0,,
296,62,6.700799999999999,0.5,5.292745603343439,15.579338371594256,0,10,10.0,100.0,,
297,21,6.674699999999999,0.5,5.662595570455766,16.310543143988433,0,10,10.0,100.0,,
298,13,6.6503,0.5,5.257433535046693,15.406851974899933,0,10,10.0,100.0,,
299,28,6.6091999999999995,0.5,5.86157702745264,16.546027454110366,0,10,10.0,100.0,,
300,45,6.5179,0.5,6.037843507771383,17.014691204106892,0,10,10.0,100.0,,
