rank,world_id,avg_time,avg_nav_metric,avg_optimal_time,avg_path_length,success_rate,num_episodes,running_count,running_percentage,timeout_count,timeout_percentage,success_count,success_percentage
230,191,7.030099999999999,0.45,7.676324374890351,10.435643949749192,90.0,20,2.0,10.0,,,18.0,90.0
231,5,7.0286,0.475,7.912764273041437,10.831681381175493,95.0,20,1.0,5.0,,,19.0,95.0
232,170,7.014799999999998,0.475,7.651993480777324,10.306482087150872,95.0,20,1.0,5.0,,,19.0,95.0
233,199,6.8885000000000005,0.5,7.819031620993853,10.746078337181157,100.0,20,,,,,20.0,100.0
234,75,6.886699999999998,0.5,8.598515422056996,12.481796617623157,100.0,20,,,,,20.0,100.0
235,88,6.874299999999996,0.5,8.226036826189679,11.500162105920088,100.0,20,,,,,20.0,100.0
236,115,6.862399999999999,0.5,7.913606026165008,10.86939123491467,100.0,20,,,,,20.0,100.0
237,25,6.8498,0.5,8.964642398613117,13.106411398021155,100.0,20,,,,,20.0,100.0
238,173,6.836799999999999,0.5,7.769171954657533,10.606326879144103,100.0,20,,,,,20.0,100.0
239,244,6.836100000000002,0.475,8.276354081505499,11.729834763805913,95.0,20,1.0,5.0,,,19.0,95.0
240,149,6.8332999999999995,0.5,8.312134163588864,11.666447509762381,100.0,20,,,,,20.0,100.0
241,22,6.8072,0.5,9.858020142051807,14.82405537929707,100.0,20,,,,,20.0,100.0
242,197,6.804699999999999,0.5,9.207052694546274,13.420258224185172,100.0,20,,,,,20.0,100.0
243,11,6.797600000000001,0.5,8.161275706150736,11.43056650749492,100.0,20,,,,,20.0,100.0
244,147,6.7936999999999985,0.5,8.187537457443312,11.585955553880058,100.0,20,,,,,20.0,100.0
245,29,6.776000000000002,0.5,8.005103129808365,11.078189229445771,100.0,20,,,,,20.0,100.0
246,26,6.768400000000002,0.5,8.137590764596519,11.275232497640559,100.0,20,,,,,20.0,100.0
247,6,6.757900000000002,0.5,8.085837515270246,11.348801631335414,100.0,20,,,,,20.0,100.0
248,80,6.735800000000002,0.5,8.10031369524619,11.268610360321413,100.0,20,,,,,20.0,100.0
249,73,6.733400000000001,0.5,7.662817528720332,10.408630257409161,100.0,20,,,,,20.0,100.0
250,98,6.716700000000003,0.5,8.013904791833715,11.07589803720816,100.0,20,,,,,20.0,100.0
251,224,6.7057,0.5,7.793928744049559,10.602505485022217,100.0,20,,,,,20.0,100.0
252,78,6.696299999999998,0.5,8.307917259957842,11.862661872986799,100.0,20,,,,,20.0,100.0
253,136,6.6347000000000005,0.5,8.580845785714269,12.179963561782962,100.0,20,,,,,20.0,100.0
254,68,6.5491,0.5,7.992671380754567,11.162469362304053,100.0,20,,,,,20.0,100.0
255,124,6.5314,0.5,8.206309761944365,11.421205172534794,100.0,20,,,,,20.0,100.0
256,95,6.4838,0.5,9.649307432794066,14.545442218659238,100.0,20,,,,,20.0,100.0
257,24,6.405099999999999,0.5,8.330207406715914,11.661688430286906,100.0,20,,,,,20.0,100.0
258,221,6.396399999999997,0.5,8.407620739566742,11.863329932674212,100.0,20,,,,,20.0,100.0
259,34,6.3587,0.5,8.232892546850593,11.497259975491968,100.0,20,,,,,20.0,100.0
260,41,6.344,0.5,8.416766401812584,12.044413442618588,100.0,20,,,,,20.0,100.0
261,126,6.335100000000002,0.5,7.838098818829929,10.793193682582393,100.0,20,,,,,20.0,100.0
262,7,6.314899999999999,0.5,8.177602477491797,11.416200766419468,100.0,20,,,,,20.0,100.0
263,100,6.3134000000000015,0.5,7.710418300975052,10.452311483740882,100.0,20,,,,,20.0,100.0
264,70,6.3104000000000005,0.5,8.555485396665693,12.246849283114717,100.0,20,,,,,20.0,100.0
265,12,6.306299999999999,0.5,8.164601230243116,11.412197660454728,100.0,20,,,,,20.0,100.0
266,267,6.283000000000003,0.5,7.76788428204853,10.583857017637792,100.0,20,,,,,20.0,100.0
267,120,6.267999999999999,0.5,7.642964254777577,10.31261771530446,100.0,20,,,,,20.0,100.0
268,8,6.263399999999996,0.5,8.839768846148171,12.787552787489798,100.0,20,,,,,20.0,100.0
269,16,6.2608999999999995,0.5,7.705096289133539,10.436881784016384,100.0,20,,,,,20.0,100.0
270,74,6.259800000000004,0.5,7.681679114277141,10.394833110345067,100.0,20,,,,,20.0,100.0
271,51,6.2472,0.5,8.428638485368547,11.858550587592172,100.0,20,,,,,20.0,100.0
272,119,6.2440000000000015,0.5,8.040118503673561,11.080287975794644,100.0,20,,,,,20.0,100.0
273,56,6.2406999999999995,0.5,8.148252271298952,11.62100172374494,100.0,20,,,,,20.0,100.0
274,65,6.239199999999999,0.5,7.78488135069414,10.715528614678203,100.0,20,,,,,20.0,100.0
275,48,6.218700000000001,0.5,7.7236396686220505,10.538287363062329,100.0,20,,,,,20.0,100.0
276,61,6.212600000000002,0.5,7.904881920769351,10.828035831893127,100.0,20,,,,,20.0,100.0
277,160,6.204899999999999,0.5,7.822764780761912,10.728524761492327,100.0,20,,,,,20.0,100.0
278,125,6.203899999999999,0.5,7.940600935402477,10.882475487660034,100.0,20,,,,,20.0,100.0
279,114,6.144099999999997,0.5,7.836260874827509,10.88340238864845,100.0,20,,,,,20.0,100.0
280,19,6.1244000000000005,0.5,8.36015583241062,11.75178654661202,100.0,20,,,,,20.0,100.0
281,44,6.0920000000000005,0.5,7.979286410739424,11.283070002625884,100.0,20,,,,,20.0,100.0
282,50,6.0719,0.5,8.136260874827512,11.483402388648448,100.0,20,,,,,20.0,100.0
283,18,6.059,0.5,8.199722798952482,11.39949656635249,100.0,20,,,,,20.0,100.0
284,60,6.0472,0.5,8.179350205495203,11.683197592137443,100.0,20,,,,,20.0,100.0
285,43,6.034900000000001,0.5,8.10923249162644,11.364230896542805,100.0,20,,,,,20.0,100.0
286,23,5.987,0.5,8.080539346398606,11.338205293592125,100.0,20,,,,,20.0,100.0
287,45,5.949299999999999,0.5,8.507345602053446,12.075687015542766,100.0,20,,,,,20.0,100.0
288,54,5.933400000000001,0.5,7.937059993858296,10.991116032639127,100.0,20,,,,,20.0,100.0
289,36,5.917399999999998,0.5,7.866330220037211,10.759349645823733,100.0,20,,,,,20.0,100.0
290,144,5.912899999999998,0.5,8.467915828030234,11.983920109601195,100.0,20,,,,,20.0,100.0
291,13,5.874100000000001,0.5,7.703425987449968,10.514867070093384,100.0,20,,,,,20.0,100.0
292,2,5.865600000000003,0.5,8.59111342915553,12.24322266974693,100.0,20,,,,,20.0,100.0
293,71,5.863900000000001,0.5,8.45442286742358,11.910119351702239,100.0,20,,,,,20.0,100.0
294,38,5.830199999999998,0.5,7.823793764091684,10.662235525106471,100.0,20,,,,,20.0,100.0
295,28,5.808999999999999,0.5,8.27301372705518,11.72315405490528,100.0,20,,,,,20.0,100.0
296,47,5.803500000000002,0.5,7.978430289997687,10.983549785744685,100.0,20,,,,,20.0,100.0
297,21,5.8009,0.5,8.155271571994215,11.325191140911532,100.0,20,,,,,20.0,100.0
298,62,5.788799999999999,0.5,7.789669185797128,10.585491206686875,100.0,20,,,,,20.0,100.0
299,53,5.7852000000000015,0.5,8.137162957850254,11.342308885529548,100.0,20,,,,,20.0,100.0
300,37,5.783799999999998,0.5,8.12661178576526,11.500050924601634,100.0,20,,,,,20.0,100.0
